tweet,sentiment
twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him,neutral
aww,neutral
awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),positive
I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,negative
whooop! you got me on twitter!!  dang our line of communication keeps growing!,positive
totally forgot she had soccer today. ugh  today was actually good too...,negative
It wasn`t loading.,neutral
oops too late,negative
did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,positive
Dang i didnt even remember it was my bday today,negative
am i too late for a cuppa?,neutral
So ur moomie liked the Pandora? you can buy me one next lol,positive
i know,neutral
why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,negative
Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day,positive
Good morning  It`s raining here.,positive
with your bicycle?,neutral
I won`t b hereeeeee. Imma b in georgia  and then I`m off to LA. Grrrrrr!,neutral
loves florida but misses her american friends,neutral
Is on her way home  aloha and good night everyone!,positive
they shall win,neutral
_face  and nana.wish i was there last night,positive
A little `Chair Lift` tonight would be muchly appreciated,positive
Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,neutral
wants to greet all the mom`s out there a Happy Mothers Day!!! May you enjoy your day!!,positive
So vacation is good so far?,neutral
yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,positive
i lost a follower,negative
IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,neutral
but this little boy still makin me  work during the storm!!!,negative
washed eye out but got water up my sleeve,neutral
HAPPY B-DAY SHARON,positive
dis **** usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,neutral
*kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,positive
An elephant? LOL Try painting it from the back,neutral
yeah i know  been dealin with it for over 2 yrs now,neutral
Things aren`t just as easy and simple as they seem to be.,negative
Going to learn the hoedown throwdown today.,neutral
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,negative
watching 'slice of life' (laughing at the songgg) and then going to sleep,neutral
Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,positive
gah! didn`t realize my meeting was from 9-12,neutral
needs a job,neutral
is satisfied with her FP`09 review,positive
cuz ima always late haha dammit she got me good,neutral
- I know! It was drizzling all the way to work!  Hope it warms up this weekend....,positive
Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,negative
I wish I could afford to attend those benefits.,negative
Inshalla! Devo I wont be at the Astor tonight,neutral
nope.. sliverlight is client a side tech,neutral
ooh ouch!   lovely weather but ****! cover up sugar! x,positive
Anybody else think that #win7 is pretty much Vista SP2?,neutral
Oooh the hangover,negative
being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,neutral
just trying to make you feel at home?,positive
Is warm soy milk and amazake with cocoa powder and agave,neutral
Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,neutral
aww poor Caity  :L add people n they will add you,neutral
My attempts at writing tonight seem to be failing.,negative
Very bad things.......I need to stop thinking!,negative
ummm not with me?,neutral
Phone will die soon. What to do now? Oh no!,negative
im very much excited to go back to school,positive
HAPPY MOTHER`S DAY TO MY BEAUTIFUL MOMMIES,positive
listening to faith spirituality and the internet,neutral
about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,neutral
no water park today? made me jealous looking at that pic,negative
dad`s posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i`m sorta happy  but he`s gutted,neutral
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,negative
Don`t really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. <3 CJ,neutral
Enjoying time with the g/f,positive
I can`t  has blocked me.  I can`t even request,negative
planning how to move back home...the regression process is in motion,neutral
Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,negative
Scotts the only guy for me   Good night<3,positive
that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,neutral
- that is awesome.,positive
yesh and that potato guy is online... but hes not live,neutral
wow...i have to many bookmarks...i just spent a good hour organizing,positive
is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,negative
goin to bed w/smokey!!!!!,neutral
Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,negative
you better come back soon! <3,positive
Want: To play Sacred 2... Reality: Spend all day at the hosp...,neutral
Traffic jams are rubbish. Anyone know what`s going on on the A48 between Cowbridge and Cardiff? We`re stuck both directions,neutral
she`s gone   I miss my kay way already,negative
sitting in bed where I will be for the weekend.,neutral
YAY! GO TAYLOR SWIFT!! come to australia again!!!,positive
Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,negative
Download movie  'Still Waiting...' http://tinyurl.com/d9g8sj cool #movie,positive
I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,positive
Still bored but not long now till the next tour date,neutral
looking forward to coffee and driving tomorrow. really,positive
on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,negative
going to work,neutral
finished the noodles. done the dishwasher. really really warm. i don`t like it,negative
9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday,neutral
Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),positive
Good morning,positive
Been so busy for the entire week. Be able to take a breath next Tuesday,neutral
possessed beyond certainty that she has made the rite decision,positive
yea he said brooke`s gonna come over to record today!  !,neutral
Home Friday makes me  too!!!,neutral
Somebody please save the polar bears!,positive
I don`t feel any pressure right now...    Happy Mother`s Day people...,positive
_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,neutral
Lazy day in is awesome but I really should go out,positive
How about we play tomorrow?,neutral
New day in new home   happy mom day 2 me!,positive
my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,positive
Ohhh  only a bit of time left to have an account on the forums.. I do hope I get to be a leader some day :/,positive
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,negative
.: no health insurance is not an option.,neutral
The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,negative
Man waking up sucks when u have to go to work like 30 min later,negative
had a great time talkin with Mike tonight for three hrs.,positive
you suck,negative
so see you on my birthday visit me  haha why wack Saturday ?,positive
In two months i will have something of the kinf of prom  and i`m really excited! and you haven`t any contact to her?,positive
The case for my iPod Touch is literally falling apart.  So junk,negative
I Got it!,neutral
i love you mooorrreeee,positive
Filipino Prof...is her name GORAYEB? by any chance?,neutral
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative
thursday night was amazing taylor swift gave me one of her braclets,positive
Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16,neutral
throat infection coming on strong I think  I can taste blood :S,negative
thanks,positive
Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,positive
I cant to sleep and tomorrow i must wake up too early,negative
physics  the most boring class ever!,negative
gaahhhh! i want my #comet09 stream back...,negative
Family...friend... It`s good for the industry i plan on going into...Far FAR away from Ohio  I hate it here.,neutral
yey finally home,neutral
maybe cause you look so innocent,neutral
i`m a little sad that school ended today i`m moving so i`m going to miss all my new friends from this year.    just got a hair cut,negative
I will - but you will never know it`s me,neutral
Oh I see who u mean now-tht heltershelter person lol. yer looks scary,negative
I knew I should`ve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,negative
